,X_train,y_train
4776,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3046.jpg,cat
4777,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3047.jpg,cat
4778,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3048.jpg,cat
4779,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3049.jpg,cat
4780,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.305.jpg,cat
4781,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3050.jpg,cat
4782,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3051.jpg,cat
4783,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3052.jpg,cat
4784,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3053.jpg,cat
4785,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3054.jpg,cat
4786,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3055.jpg,cat
4787,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3056.jpg,cat
4788,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3057.jpg,cat
4789,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3058.jpg,cat
4790,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3059.jpg,cat
4791,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.306.jpg,cat
4792,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3060.jpg,cat
4793,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3061.jpg,cat
4794,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3062.jpg,cat
4795,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3063.jpg,cat
4796,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3064.jpg,cat
4797,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3065.jpg,cat
4798,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3066.jpg,cat
4799,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3067.jpg,cat
4800,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3068.jpg,cat
4801,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3069.jpg,cat
4802,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.307.jpg,cat
4803,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3070.jpg,cat
4804,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3071.jpg,cat
4805,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3072.jpg,cat
4806,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3073.jpg,cat
4807,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3074.jpg,cat
4808,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3075.jpg,cat
4809,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3076.jpg,cat
4810,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3077.jpg,cat
4811,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3078.jpg,cat
4812,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3079.jpg,cat
4813,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.308.jpg,cat
4814,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3080.jpg,cat
4815,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3081.jpg,cat
4816,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3082.jpg,cat
4817,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3083.jpg,cat
4818,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3084.jpg,cat
4819,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3085.jpg,cat
4820,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3086.jpg,cat
4821,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3087.jpg,cat
4822,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3088.jpg,cat
4823,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3089.jpg,cat
4824,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.309.jpg,cat
4825,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3090.jpg,cat
4826,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3091.jpg,cat
4827,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3092.jpg,cat
4828,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3093.jpg,cat
4829,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3094.jpg,cat
4830,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3095.jpg,cat
4831,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3096.jpg,cat
4832,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3097.jpg,cat
4833,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3098.jpg,cat
4834,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3099.jpg,cat
4835,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.31.jpg,cat
4836,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.310.jpg,cat
4837,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3100.jpg,cat
4838,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3101.jpg,cat
4839,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3102.jpg,cat
4840,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3103.jpg,cat
4841,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3104.jpg,cat
4842,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3105.jpg,cat
4843,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3106.jpg,cat
4844,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3107.jpg,cat
4845,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3108.jpg,cat
4846,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3109.jpg,cat
4847,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.311.jpg,cat
4848,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3110.jpg,cat
4849,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3111.jpg,cat
4850,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3112.jpg,cat
4851,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3113.jpg,cat
4852,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3114.jpg,cat
4853,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3115.jpg,cat
4854,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3116.jpg,cat
4855,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3117.jpg,cat
4856,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3118.jpg,cat
4857,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3119.jpg,cat
4858,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.312.jpg,cat
4859,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3120.jpg,cat
4860,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3121.jpg,cat
4861,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3122.jpg,cat
4862,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3123.jpg,cat
4863,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3124.jpg,cat
4864,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3125.jpg,cat
4865,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3126.jpg,cat
4866,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3127.jpg,cat
4867,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3128.jpg,cat
4868,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3129.jpg,cat
4869,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.313.jpg,cat
4870,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3130.jpg,cat
4871,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3131.jpg,cat
4872,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3132.jpg,cat
4873,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3133.jpg,cat
4874,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3134.jpg,cat
4875,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3135.jpg,cat
4876,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3136.jpg,cat
4877,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3137.jpg,cat
4878,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3138.jpg,cat
4879,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3139.jpg,cat
4880,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.314.jpg,cat
4881,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3140.jpg,cat
4882,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3141.jpg,cat
4883,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3142.jpg,cat
4884,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3143.jpg,cat
4885,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3144.jpg,cat
4886,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3145.jpg,cat
4887,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3146.jpg,cat
4888,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3147.jpg,cat
4889,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3148.jpg,cat
4890,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3149.jpg,cat
4891,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.315.jpg,cat
4892,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3150.jpg,cat
4893,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3151.jpg,cat
4894,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3152.jpg,cat
4895,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3153.jpg,cat
4896,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3154.jpg,cat
4897,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3155.jpg,cat
4898,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3156.jpg,cat
4899,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3157.jpg,cat
4900,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3158.jpg,cat
4901,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3159.jpg,cat
4902,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.316.jpg,cat
4903,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3160.jpg,cat
4904,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3161.jpg,cat
4905,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3162.jpg,cat
4906,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3163.jpg,cat
4907,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3164.jpg,cat
4908,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3165.jpg,cat
4909,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3166.jpg,cat
4910,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3167.jpg,cat
4911,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3168.jpg,cat
4912,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3169.jpg,cat
4913,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.317.jpg,cat
4914,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3170.jpg,cat
4915,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3171.jpg,cat
4916,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3172.jpg,cat
4917,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3173.jpg,cat
4918,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3174.jpg,cat
4919,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3175.jpg,cat
4920,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3176.jpg,cat
4921,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3177.jpg,cat
4922,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3178.jpg,cat
4923,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3179.jpg,cat
4924,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.318.jpg,cat
4925,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3180.jpg,cat
4926,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3181.jpg,cat
4927,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3182.jpg,cat
4928,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3183.jpg,cat
4929,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3184.jpg,cat
4930,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3185.jpg,cat
4931,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3186.jpg,cat
4932,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3187.jpg,cat
4933,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3188.jpg,cat
4934,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3189.jpg,cat
4935,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.319.jpg,cat
4936,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3190.jpg,cat
4937,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3191.jpg,cat
4938,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3192.jpg,cat
4939,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3193.jpg,cat
4940,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3194.jpg,cat
4941,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3195.jpg,cat
4942,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3196.jpg,cat
4943,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3197.jpg,cat
4944,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3198.jpg,cat
4945,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3199.jpg,cat
4946,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.32.jpg,cat
4947,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.320.jpg,cat
4948,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3200.jpg,cat
4949,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3201.jpg,cat
4950,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3202.jpg,cat
4951,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3203.jpg,cat
4952,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3204.jpg,cat
4953,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3205.jpg,cat
4954,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3206.jpg,cat
4955,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3207.jpg,cat
4956,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3208.jpg,cat
4957,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3209.jpg,cat
4958,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.321.jpg,cat
4959,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3210.jpg,cat
4960,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3211.jpg,cat
4961,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3212.jpg,cat
4962,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3213.jpg,cat
4963,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3214.jpg,cat
4964,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3215.jpg,cat
4965,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3216.jpg,cat
4966,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3217.jpg,cat
4967,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3218.jpg,cat
4968,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3219.jpg,cat
4969,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.322.jpg,cat
4970,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3220.jpg,cat
4971,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3221.jpg,cat
4972,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3222.jpg,cat
4973,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3223.jpg,cat
4974,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3224.jpg,cat
4975,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3225.jpg,cat
4976,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3226.jpg,cat
4977,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3227.jpg,cat
4978,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3228.jpg,cat
4979,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3229.jpg,cat
4980,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.323.jpg,cat
4981,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3230.jpg,cat
4982,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3231.jpg,cat
4983,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3232.jpg,cat
4984,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3233.jpg,cat
4985,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3234.jpg,cat
4986,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3235.jpg,cat
4987,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3236.jpg,cat
4988,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3237.jpg,cat
4989,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3238.jpg,cat
4990,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3239.jpg,cat
4991,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.324.jpg,cat
4992,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3240.jpg,cat
4993,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3241.jpg,cat
4994,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3242.jpg,cat
4995,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3243.jpg,cat
4996,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3244.jpg,cat
4997,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3245.jpg,cat
4998,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3246.jpg,cat
4999,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3247.jpg,cat
5000,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3248.jpg,cat
5001,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3249.jpg,cat
5002,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.325.jpg,cat
5003,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3250.jpg,cat
5004,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3251.jpg,cat
5005,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3252.jpg,cat
5006,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3253.jpg,cat
5007,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3254.jpg,cat
5008,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3255.jpg,cat
5009,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3256.jpg,cat
5010,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3257.jpg,cat
5011,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3258.jpg,cat
5012,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3259.jpg,cat
5013,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.326.jpg,cat
5014,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3260.jpg,cat
5015,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3261.jpg,cat
5016,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3262.jpg,cat
5017,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3263.jpg,cat
5018,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3264.jpg,cat
5019,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3265.jpg,cat
5020,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3266.jpg,cat
5021,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3267.jpg,cat
5022,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3268.jpg,cat
5023,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3269.jpg,cat
5024,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.327.jpg,cat
5025,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3270.jpg,cat
5026,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3271.jpg,cat
5027,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3272.jpg,cat
5028,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3273.jpg,cat
5029,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3274.jpg,cat
5030,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3275.jpg,cat
5031,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3276.jpg,cat
5032,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3277.jpg,cat
5033,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3278.jpg,cat
5034,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3279.jpg,cat
5035,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.328.jpg,cat
5036,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3280.jpg,cat
5037,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3281.jpg,cat
5038,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3282.jpg,cat
5039,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3283.jpg,cat
5040,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3284.jpg,cat
5041,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3285.jpg,cat
5042,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3286.jpg,cat
5043,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3287.jpg,cat
5044,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3288.jpg,cat
5045,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3289.jpg,cat
5046,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.329.jpg,cat
5047,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3290.jpg,cat
5048,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3291.jpg,cat
5049,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3292.jpg,cat
5050,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3293.jpg,cat
5051,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3294.jpg,cat
5052,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3295.jpg,cat
5053,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3296.jpg,cat
5054,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3297.jpg,cat
5055,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3298.jpg,cat
5056,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3299.jpg,cat
5057,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.33.jpg,cat
5058,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.330.jpg,cat
5059,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3300.jpg,cat
5060,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3301.jpg,cat
5061,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3302.jpg,cat
5062,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3303.jpg,cat
5063,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3304.jpg,cat
5064,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3305.jpg,cat
5065,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3306.jpg,cat
5066,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3307.jpg,cat
5067,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3308.jpg,cat
5068,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3309.jpg,cat
5069,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.331.jpg,cat
5070,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3310.jpg,cat
5071,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3311.jpg,cat
5072,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3312.jpg,cat
5073,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3313.jpg,cat
5074,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3314.jpg,cat
5075,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3315.jpg,cat
5076,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3316.jpg,cat
5077,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3317.jpg,cat
5078,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3318.jpg,cat
5079,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3319.jpg,cat
5080,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.332.jpg,cat
5081,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3320.jpg,cat
5082,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3321.jpg,cat
5083,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3322.jpg,cat
5084,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3323.jpg,cat
5085,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3324.jpg,cat
5086,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3325.jpg,cat
5087,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3326.jpg,cat
5088,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3327.jpg,cat
5089,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3328.jpg,cat
5090,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3329.jpg,cat
5091,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.333.jpg,cat
5092,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3330.jpg,cat
5093,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3331.jpg,cat
5094,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3332.jpg,cat
5095,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3333.jpg,cat
5096,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3334.jpg,cat
5097,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3335.jpg,cat
5098,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3336.jpg,cat
5099,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3337.jpg,cat
5100,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3338.jpg,cat
5101,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.3339.jpg,cat
